input file name: ../sc-cnn-chainer/dataset/input.dat
 test mean loss=0.976875126362, accuracy=0.794559121132
epoch 51 / 100
train mean loss=0.00104068836663, accuracy=0.999687314034
 test mean loss=0.969589948654, accuracy=0.796435296535
epoch 52 / 100
train mean loss=0.00112195732072, accuracy=0.999687314034
 test mean loss=0.950283825397, accuracy=0.796435296535
epoch 53 / 100
train mean loss=0.00112463056576, accuracy=0.999687314034
 test mean loss=0.941738724709, accuracy=0.795497179031
epoch 54 / 100
train mean loss=0.001136014238, accuracy=0.999687314034
 test mean loss=0.927349150181, accuracy=0.794559121132
epoch 55 / 100
train mean loss=0.00121143460274, accuracy=0.999478876591
 test mean loss=0.916087567806, accuracy=0.800187587738
epoch 56 / 100
train mean loss=0.0011288881069, accuracy=0.999478876591
 test mean loss=0.905264437199, accuracy=0.797373354435
epoch 57 / 100
train mean loss=0.00114597170614, accuracy=0.999583125114
 test mean loss=0.891989767551, accuracy=0.798311471939
epoch 58 / 100
train mean loss=0.00115728972014, accuracy=0.999687314034
 test mean loss=0.88505011797, accuracy=0.801125705242
epoch 59 / 100
train mean loss=0.0011475457577, accuracy=0.999791562557
 test mean loss=0.876641213894, accuracy=0.795497179031
epoch 60 / 100
train mean loss=0.00108600733802, accuracy=0.999687314034
 test mean loss=0.867597639561, accuracy=0.799249529839
epoch 61 / 100
train mean loss=0.00127785711084, accuracy=0.999687314034
 test mean loss=0.859488427639, accuracy=0.800187587738
epoch 62 / 100
train mean loss=0.00118123914581, accuracy=0.999583125114
 test mean loss=0.858059227467, accuracy=0.796435296535
epoch 63 / 100
train mean loss=0.00115744385403, accuracy=0.999687314034
 test mean loss=0.846508324146, accuracy=0.794559121132
epoch 64 / 100
train mean loss=0.00120976415928, accuracy=0.999791562557
 test mean loss=0.839985072613, accuracy=0.801125705242
epoch 65 / 100
train mean loss=0.00132621452212, accuracy=0.999687314034
 test mean loss=0.832035303116, accuracy=0.792682945728
epoch 66 / 100
train mean loss=0.00122916558757, accuracy=0.999583125114
 test mean loss=0.825324237347, accuracy=0.795497179031
epoch 67 / 100
train mean loss=0.00125331175514, accuracy=0.999583125114
 test mean loss=0.823059499264, accuracy=0.792682945728
epoch 68 / 100
train mean loss=0.00134542339947, accuracy=0.999583125114
 test mean loss=0.819686055183, accuracy=0.802063763142
epoch 69 / 100
train mean loss=0.0013473527506, accuracy=0.999478876591
 test mean loss=0.807546555996, accuracy=0.801125705242
epoch 70 / 100
train mean loss=0.362834304571, accuracy=0.864721238613
 test mean loss=0.63663226366, accuracy=0.772045016289
epoch 71 / 100
train mean loss=0.160768479109, accuracy=0.938926517963
 test mean loss=0.647940933704, accuracy=0.787992477417
epoch 72 / 100
train mean loss=0.0441755615175, accuracy=0.985304832458
 test mean loss=1.00200808048, accuracy=0.768292665482
epoch 73 / 100
train mean loss=0.0209008827806, accuracy=0.993850946426
 test mean loss=0.955715119839, accuracy=0.792682945728
epoch 74 / 100
train mean loss=0.0112254628912, accuracy=0.99676913023
 test mean loss=1.05051803589, accuracy=0.792682945728
epoch 75 / 100
train mean loss=0.00191028788686, accuracy=0.999687314034
 test mean loss=1.05253088474, accuracy=0.789868652821
epoch 76 / 100
train mean loss=0.0011755831074, accuracy=0.999687314034
 test mean loss=1.09209549427, accuracy=0.788930594921
epoch 77 / 100
train mean loss=0.00100320158526, accuracy=0.999687314034
 test mean loss=1.06825435162, accuracy=0.788930594921
epoch 78 / 100
train mean loss=0.00102068844717, accuracy=0.999583125114
 test mean loss=1.0501332283, accuracy=0.787054419518
epoch 79 / 100
train mean loss=0.00101370224729, accuracy=0.999583125114
 test mean loss=1.02623701096, accuracy=0.792682945728
epoch 80 / 100
train mean loss=0.000955046445597, accuracy=0.999687314034
 test mean loss=1.03211569786, accuracy=0.792682945728
epoch 81 / 100
train mean loss=0.000909105292521, accuracy=0.999583125114
 test mean loss=0.998660862446, accuracy=0.790806770325
epoch 82 / 100
train mean loss=0.00101384753361, accuracy=0.999583125114
 test mean loss=0.977520644665, accuracy=0.789868652821
epoch 83 / 100
train mean loss=0.00102082255762, accuracy=0.999583125114
 test mean loss=0.96218341589, accuracy=0.785178244114
epoch 84 / 100
train mean loss=0.00106227747165, accuracy=0.999478876591
 test mean loss=0.949671804905, accuracy=0.792682945728
epoch 85 / 100
train mean loss=0.00118302565534, accuracy=0.999583125114
 test mean loss=0.929645299911, accuracy=0.787054419518
epoch 86 / 100
train mean loss=0.00115578831173, accuracy=0.999687314034
 test mean loss=0.915995180607, accuracy=0.790806770325
epoch 87 / 100
train mean loss=0.00112087931484, accuracy=0.999478876591
 test mean loss=0.898411512375, accuracy=0.790806770325
epoch 88 / 100
train mean loss=0.00118043564726, accuracy=0.999478876591
 test mean loss=0.891199231148, accuracy=0.795497179031
epoch 89 / 100
train mean loss=0.00119395472575, accuracy=0.999478876591
 test mean loss=0.878076672554, accuracy=0.795497179031
epoch 90 / 100
train mean loss=0.00117394339759, accuracy=0.999791562557
 test mean loss=0.874266266823, accuracy=0.789868652821
epoch 91 / 100
train mean loss=0.00110140652396, accuracy=0.999791562557
 test mean loss=0.859347462654, accuracy=0.795497179031
epoch 92 / 100
train mean loss=0.00121491332538, accuracy=0.999583125114
 test mean loss=0.858593165874, accuracy=0.797373354435
epoch 93 / 100
train mean loss=0.00127763906494, accuracy=0.999687314034
 test mean loss=0.838915884495, accuracy=0.793621003628
epoch 94 / 100
train mean loss=0.00134252058342, accuracy=0.999687314034
 test mean loss=0.828992903233, accuracy=0.792682945728
epoch 95 / 100
train mean loss=0.00114392209798, accuracy=0.999791562557
 test mean loss=0.83011418581, accuracy=0.800187587738
epoch 96 / 100
train mean loss=0.00133236218244, accuracy=0.999583125114
 test mean loss=0.820446372032, accuracy=0.794559121132
epoch 97 / 100
train mean loss=0.0012433452066, accuracy=0.999791562557
 test mean loss=0.814038515091, accuracy=0.793621003628
epoch 98 / 100
train mean loss=0.00122524297331, accuracy=0.999687314034
 test mean loss=0.80021238327, accuracy=0.800187587738
epoch 99 / 100
train mean loss=0.00134407414589, accuracy=0.999687314034
 test mean loss=0.796959877014, accuracy=0.797373354435
epoch 100 / 100
train mean loss=0.00144403462764, accuracy=0.999478876591
 test mean loss=0.803129553795, accuracy=0.800187587738
===============  5 / 10 ===============
epoch 1 / 100
train mean loss=0.588339686394, accuracy=0.681709229946
 test mean loss=0.493347406387, accuracy=0.761726081371
epoch 2 / 100
train mean loss=0.448714852333, accuracy=0.78665971756
 test mean loss=0.48608070612, accuracy=0.782363951206
epoch 3 / 100
train mean loss=0.380258768797, accuracy=0.828764975071
 test mean loss=0.48540353775, accuracy=0.767354607582
epoch 4 / 100
train mean loss=0.307545334101, accuracy=0.868577361107
 test mean loss=0.546025395393, accuracy=0.772983133793
epoch 5 / 100
train mean loss=0.225775122643, accuracy=0.90724337101
 test mean loss=0.548484444618, accuracy=0.792682945728
epoch 6 / 100
train mean loss=0.156691253185, accuracy=0.93600833416
 test mean loss=0.802992045879, accuracy=0.763602256775
epoch 7 / 100
train mean loss=0.0912287607789, accuracy=0.967066168785
 test mean loss=0.956448078156, accuracy=0.753283321857
epoch 8 / 100
train mean loss=0.0542660728097, accuracy=0.981969773769
 test mean loss=0.946004390717, accuracy=0.780487775803
epoch 9 / 100
train mean loss=0.0204744040966, accuracy=0.993746757507
 test mean loss=1.18084049225, accuracy=0.772045016289
epoch 10 / 100
train mean loss=0.0035334569402, accuracy=0.999478876591
 test mean loss=1.14370167255, accuracy=0.775797367096
epoch 11 / 100
train mean loss=0.00147984689102, accuracy=0.999791562557
 test mean loss=1.19918870926, accuracy=0.772045016289
epoch 12 / 100
train mean loss=0.00102668569889, accuracy=0.999791562557
 test mean loss=1.20722770691, accuracy=0.778611660004
epoch 13 / 100
train mean loss=0.000912140705623, accuracy=0.999791562557
 test mean loss=1.19673299789, accuracy=0.7776735425
epoch 14 / 100
train mean loss=0.000927745713852, accuracy=0.999791562557
 test mean loss=1.17560052872, accuracy=0.775797367096
epoch 15 / 100
train mean loss=0.000872576842085, accuracy=0.999791562557
 test mean loss=1.1611572504, accuracy=0.775797367096
epoch 16 / 100
train mean loss=0.000868925417308, accuracy=0.999791562557
 test mean loss=1.1404992342, accuracy=0.7776735425
epoch 17 / 100
train mean loss=0.000906761270016, accuracy=0.999791562557
 test mean loss=1.12520468235, accuracy=0.782363951206
epoch 18 / 100
train mean loss=0.000914439209737, accuracy=0.999791562557
 test mean loss=1.1110227108, accuracy=0.780487775803
epoch 19 / 100
train mean loss=0.000927736633457, accuracy=0.999791562557
 test mean loss=1.09018051624, accuracy=0.779549717903
epoch 20 / 100
train mean loss=0.000986311468296, accuracy=0.999791562557
 test mean loss=1.0806542635, accuracy=0.78330206871
epoch 21 / 100
train mean loss=0.00092758826213, accuracy=0.999791562557
 test mean loss=1.065279603, accuracy=0.78330206871
epoch 22 / 100
train mean loss=0.000993106514215, accuracy=0.999791562557
 test mean loss=1.0490642786, accuracy=0.78424012661
epoch 23 / 100
train mean loss=0.0009654382593, accuracy=0.999791562557
 test mean loss=1.03937256336, accuracy=0.78424012661
epoch 24 / 100
train mean loss=0.000995546579361, accuracy=0.999791562557
 test mean loss=1.02570557594, accuracy=0.785178244114
epoch 25 / 100
train mean loss=0.001027613529, accuracy=0.999791562557
 test mean loss=1.02123022079, accuracy=0.78424012661
epoch 26 / 100
train mean loss=0.00103277794551, accuracy=0.999791562557
 test mean loss=1.00351786613, accuracy=0.78424012661
epoch 27 / 100
train mean loss=0.00102085457183, accuracy=0.999687314034
 test mean loss=1.00057065487, accuracy=0.787054419518
epoch 28 / 100
train mean loss=0.00109391845763, accuracy=0.999791562557
 test mean loss=0.982993841171, accuracy=0.787054419518
epoch 29 / 100
train mean loss=0.00103213184047, accuracy=0.999791562557
 test mean loss=0.977071046829, accuracy=0.785178244114
epoch 30 / 100
train mean loss=0.00106636132114, accuracy=0.999791562557
 test mean loss=0.972893774509, accuracy=0.786116302013
epoch 31 / 100
train mean loss=0.00111985998228, accuracy=0.999791562557
 test mean loss=0.95836353302, accuracy=0.787054419518
epoch 32 / 100
train mean loss=0.00106309831608, accuracy=0.999791562557
 test mean loss=0.94997805357, accuracy=0.787054419518
epoch 33 / 100
train mean loss=0.00115617166739, accuracy=0.999791562557
 test mean loss=0.943872392178, accuracy=0.787054419518
epoch 34 / 100
train mean loss=0.00113633647561, accuracy=0.999791562557
 test mean loss=0.940779626369, accuracy=0.789868652821
epoch 35 / 100
train mean loss=0.00114031403791, accuracy=0.999791562557
 test mean loss=0.929335236549, accuracy=0.789868652821
epoch 36 / 100
train mean loss=0.00110991101246, accuracy=0.999791562557
 test mean loss=0.925730526447, accuracy=0.787054419518
epoch 37 / 100
train mean loss=0.00116471352521, accuracy=0.999791562557
 test mean loss=0.915156126022, accuracy=0.789868652821
epoch 38 / 100
train mean loss=0.00123770115897, accuracy=0.999791562557
 test mean loss=0.929024219513, accuracy=0.787054419518
epoch 39 / 100
train mean loss=0.00113296497148, accuracy=0.999791562557
 test mean loss=0.909920990467, accuracy=0.790806770325
epoch 40 / 100
train mean loss=0.121649838984, accuracy=0.972798347473
 test mean loss=1.90349817276, accuracy=0.66228890419
epoch 41 / 100
train mean loss=0.367133647203, accuracy=0.845127642155
 test mean loss=0.559832513332, accuracy=0.775797367096
epoch 42 / 100
train mean loss=0.142430096865, accuracy=0.94809794426
 test mean loss=0.849376618862, accuracy=0.758911848068
epoch 43 / 100
train mean loss=0.0638336092234, accuracy=0.976029157639
 test mean loss=1.33270180225, accuracy=0.729831159115
epoch 44 / 100
train mean loss=0.0279503837228, accuracy=0.992808759212
 test mean loss=0.957977056503, accuracy=0.787992477417
epoch 45 / 100
train mean loss=0.0214307941496, accuracy=0.993746757507
 test mean loss=1.0384349823, accuracy=0.78330206871
epoch 46 / 100
train mean loss=0.00229261186905, accuracy=0.999791562557
 test mean loss=1.12609541416, accuracy=0.787992477417
epoch 47 / 100
train mean loss=0.00108227925375, accuracy=0.999791562557
 test mean loss=1.14828467369, accuracy=0.785178244114
epoch 48 / 100
train mean loss=0.000935382442549, accuracy=0.999791562557
 test mean loss=1.16829025745, accuracy=0.788930594921
epoch 49 / 100
train mean loss=0.000928093097173, accuracy=0.999791562557
 test mean loss=1.14580833912, accuracy=0.788930594921
epoch 50 / 100
train mean loss=0.000871778291184, accuracy=0.999791562557
 test mean loss=1.12342774868, accuracy=0.790806770325
epoch 51 / 100
train mean loss=0.000909233815037, accuracy=0.999791562557
 test mean loss=1.11401093006, accuracy=0.790806770325
epoch 52 / 100
train mean loss=0.00091642444022, accuracy=0.999791562557
 test mean loss=1.09135568142, accuracy=0.787992477417
epoch 53 / 100
train mean loss=0.000903222709894, accuracy=0.999791562557
 test mean loss=1.07635736465, accuracy=0.792682945728
epoch 54 / 100
train mean loss=0.000935832620598, accuracy=0.999791562557
 test mean loss=1.05699408054, accuracy=0.793621003628
epoch 55 / 100
train mean loss=0.000966199091636, accuracy=0.999687314034
 test mean loss=1.05149519444, accuracy=0.792682945728
epoch 56 / 100
train mean loss=0.000950246059801, accuracy=0.999791562557
 test mean loss=1.03065538406, accuracy=0.787054419518
epoch 57 / 100
train mean loss=0.00101334392093, accuracy=0.999791562557
 test mean loss=1.02087318897, accuracy=0.791744828224
epoch 58 / 100
train mean loss=0.00102175748907, accuracy=0.999791562557
 test mean loss=1.00930094719, accuracy=0.78424012661
epoch 59 / 100
train mean loss=0.000957012351137, accuracy=0.999791562557
 test mean loss=0.999006748199, accuracy=0.787992477417
epoch 60 / 100
train mean loss=0.00102767313365, accuracy=0.999687314034
 test mean loss=0.989975094795, accuracy=0.795497179031
epoch 61 / 100
train mean loss=0.0010273149237, accuracy=0.999791562557
 test mean loss=0.978997826576, accuracy=0.794559121132
epoch 62 / 100
train mean loss=0.00106722686905, accuracy=0.999791562557
 test mean loss=0.972494006157, accuracy=0.795497179031
epoch 63 / 100
train mean loss=0.00109415547922, accuracy=0.999791562557
 test mean loss=0.961368739605, accuracy=0.792682945728
epoch 64 / 100
train mean loss=0.00115650251973, accuracy=0.999791562557
 test mean loss=0.952714622021, accuracy=0.790806770325
epoch 65 / 100
train mean loss=0.00110061757732, accuracy=0.999791562557
 test mean loss=0.942109823227, accuracy=0.791744828224
epoch 66 / 100
train mean loss=0.00108914251905, accuracy=0.999791562557
 test mean loss=0.957208991051, accuracy=0.788930594921
epoch 67 / 100
train mean loss=0.00116206938401, accuracy=0.999791562557
 test mean loss=0.927311122417, accuracy=0.791744828224
epoch 68 / 100
train mean loss=0.00112656282727, accuracy=0.999791562557
 test mean loss=0.924840152264, accuracy=0.790806770325
epoch 69 / 100
train mean loss=0.00114206923172, accuracy=0.999687314034
 test mean loss=0.9238961339, accuracy=0.793621003628
epoch 70 / 100
train mean loss=0.00119465205353, accuracy=0.999791562557
 test mean loss=1.03971993923, accuracy=0.774859309196
epoch 71 / 100
train mean loss=0.00117444363423, accuracy=0.999687314034
 test mean loss=0.906936705112, accuracy=0.795497179031
epoch 72 / 100
train mean loss=0.00112094020005, accuracy=0.999791562557
 test mean loss=0.916403770447, accuracy=0.786116302013
epoch 73 / 100
train mean loss=0.00123316852842, accuracy=0.999687314034
 test mean loss=0.926703989506, accuracy=0.782363951206
epoch 74 / 100
train mean loss=0.00125252536964, accuracy=0.999791562557
 test mean loss=0.896664261818, accuracy=0.787054419518
epoch 75 / 100
train mean loss=0.00114252732601, accuracy=0.999791562557
 test mean loss=0.900793373585, accuracy=0.787992477417
epoch 76 / 100
train mean loss=0.393086671829, accuracy=0.860135495663
 test mean loss=0.731493413448, accuracy=0.734521567822
