input file name: ../sc-cnn-chainer/dataset/input.dat
 test mean loss=0.950409770012, accuracy=0.781425893307
epoch 51 / 100
train mean loss=0.00128777662758, accuracy=0.999687314034
 test mean loss=0.950647294521, accuracy=0.780487775803
epoch 52 / 100
train mean loss=0.00126682268456, accuracy=0.999583125114
 test mean loss=0.945663332939, accuracy=0.78330206871
epoch 53 / 100
train mean loss=0.00132859579753, accuracy=0.999687314034
 test mean loss=0.942945957184, accuracy=0.78424012661
epoch 54 / 100
train mean loss=0.0220148265362, accuracy=0.994893193245
 test mean loss=3.1538310051, accuracy=0.618198871613
epoch 55 / 100
train mean loss=0.328866809607, accuracy=0.868056297302
 test mean loss=0.909837663174, accuracy=0.739212036133
epoch 56 / 100
train mean loss=0.0883109346032, accuracy=0.96800416708
 test mean loss=1.37904679775, accuracy=0.712945580482
epoch 57 / 100
train mean loss=0.0397323817015, accuracy=0.986868143082
 test mean loss=0.929056584835, accuracy=0.7776735425
epoch 58 / 100
train mean loss=0.0162891335785, accuracy=0.994476318359
 test mean loss=1.06679224968, accuracy=0.78330206871
epoch 59 / 100
train mean loss=0.00983285624534, accuracy=0.997290253639
 test mean loss=1.63925266266, accuracy=0.739212036133
epoch 60 / 100
train mean loss=0.0031430979725, accuracy=0.999374687672
 test mean loss=1.087018013, accuracy=0.787992477417
epoch 61 / 100
train mean loss=0.00143866112921, accuracy=0.999687314034
 test mean loss=1.11077201366, accuracy=0.787992477417
epoch 62 / 100
train mean loss=0.00121224683244, accuracy=0.999687314034
 test mean loss=1.08310651779, accuracy=0.787054419518
epoch 63 / 100
train mean loss=0.00109341705684, accuracy=0.999687314034
 test mean loss=1.08954524994, accuracy=0.785178244114
epoch 64 / 100
train mean loss=0.00107268197462, accuracy=0.999687314034
 test mean loss=1.05045521259, accuracy=0.791744828224
epoch 65 / 100
train mean loss=0.00106782536022, accuracy=0.999583125114
 test mean loss=1.04417896271, accuracy=0.791744828224
epoch 66 / 100
train mean loss=0.00110463332385, accuracy=0.999687314034
 test mean loss=1.02308392525, accuracy=0.790806770325
epoch 67 / 100
train mean loss=0.00110545195639, accuracy=0.999687314034
 test mean loss=1.01215183735, accuracy=0.791744828224
epoch 68 / 100
train mean loss=0.00116561958566, accuracy=0.999687314034
 test mean loss=0.994696259499, accuracy=0.792682945728
epoch 69 / 100
train mean loss=0.0011884777341, accuracy=0.999687314034
 test mean loss=0.985151648521, accuracy=0.792682945728
epoch 70 / 100
train mean loss=0.00115759670734, accuracy=0.999687314034
 test mean loss=0.969765067101, accuracy=0.790806770325
epoch 71 / 100
train mean loss=0.00120860466268, accuracy=0.999687314034
 test mean loss=0.954780995846, accuracy=0.786116302013
epoch 72 / 100
train mean loss=0.00119134003762, accuracy=0.999583125114
 test mean loss=0.955584943295, accuracy=0.791744828224
epoch 73 / 100
train mean loss=0.00127304857597, accuracy=0.999687314034
 test mean loss=0.957715928555, accuracy=0.785178244114
epoch 74 / 100
train mean loss=0.00129973771982, accuracy=0.999687314034
 test mean loss=0.926317572594, accuracy=0.791744828224
epoch 75 / 100
train mean loss=0.00125303573441, accuracy=0.999687314034
 test mean loss=0.932344555855, accuracy=0.785178244114
epoch 76 / 100
train mean loss=0.00127093459014, accuracy=0.999687314034
 test mean loss=0.919495522976, accuracy=0.788930594921
epoch 77 / 100
train mean loss=0.00130129663739, accuracy=0.999478876591
 test mean loss=0.905321538448, accuracy=0.788930594921
epoch 78 / 100
train mean loss=0.00132955121808, accuracy=0.999583125114
 test mean loss=0.891631603241, accuracy=0.789868652821
epoch 79 / 100
train mean loss=0.00135003321338, accuracy=0.999687314034
 test mean loss=0.890789866447, accuracy=0.792682945728
epoch 80 / 100
train mean loss=0.143393844366, accuracy=0.952162563801
 test mean loss=1.00326395035, accuracy=0.742026269436
epoch 81 / 100
train mean loss=0.24117732048, accuracy=0.90401250124
 test mean loss=0.708103895187, accuracy=0.768292665482
epoch 82 / 100
train mean loss=0.0712835863233, accuracy=0.976133406162
 test mean loss=0.796982049942, accuracy=0.785178244114
epoch 83 / 100
train mean loss=0.0250502713025, accuracy=0.992496073246
 test mean loss=1.00424361229, accuracy=0.78424012661
epoch 84 / 100
train mean loss=0.016182968393, accuracy=0.99541425705
 test mean loss=1.10557091236, accuracy=0.779549717903
epoch 85 / 100
train mean loss=0.00410682847723, accuracy=0.999166250229
 test mean loss=1.03027129173, accuracy=0.788930594921
epoch 86 / 100
train mean loss=0.00181623536628, accuracy=0.999687314034
 test mean loss=1.06503880024, accuracy=0.778611660004
epoch 87 / 100
train mean loss=0.00137983204331, accuracy=0.999687314034
 test mean loss=1.06421947479, accuracy=0.787992477417
epoch 88 / 100
train mean loss=0.00109445885755, accuracy=0.999687314034
 test mean loss=1.05566263199, accuracy=0.787054419518
epoch 89 / 100
train mean loss=0.00111409043893, accuracy=0.999687314034
 test mean loss=1.03899204731, accuracy=0.787992477417
epoch 90 / 100
train mean loss=0.00105583539698, accuracy=0.999687314034
 test mean loss=1.02019906044, accuracy=0.786116302013
epoch 91 / 100
train mean loss=0.00114400079474, accuracy=0.999687314034
 test mean loss=1.01096594334, accuracy=0.786116302013
epoch 92 / 100
train mean loss=0.0011245199712, accuracy=0.999583125114
 test mean loss=0.997555851936, accuracy=0.786116302013
epoch 93 / 100
train mean loss=0.00107733218465, accuracy=0.999583125114
 test mean loss=0.964910268784, accuracy=0.785178244114
epoch 94 / 100
train mean loss=0.00116720213555, accuracy=0.999583125114
 test mean loss=0.952354490757, accuracy=0.787054419518
epoch 95 / 100
train mean loss=0.00114834879059, accuracy=0.999791562557
 test mean loss=0.938727915287, accuracy=0.792682945728
epoch 96 / 100
train mean loss=0.00123642850667, accuracy=0.999687314034
 test mean loss=0.930423617363, accuracy=0.786116302013
epoch 97 / 100
train mean loss=0.00119321711827, accuracy=0.999583125114
 test mean loss=0.917820453644, accuracy=0.793621003628
epoch 98 / 100
train mean loss=0.0011996893445, accuracy=0.999791562557
 test mean loss=0.907517135143, accuracy=0.785178244114
epoch 99 / 100
train mean loss=0.00124017999042, accuracy=0.999687314034
 test mean loss=0.900817930698, accuracy=0.790806770325
epoch 100 / 100
train mean loss=0.236655309796, accuracy=0.913392364979
 test mean loss=0.853483021259, accuracy=0.75046902895
===============  5 / 10 ===============
epoch 1 / 100
train mean loss=0.584693789482, accuracy=0.678061485291
 test mean loss=0.498007416725, accuracy=0.757973730564
epoch 2 / 100
train mean loss=0.45917519927, accuracy=0.78478372097
 test mean loss=0.471957296133, accuracy=0.770168840885
epoch 3 / 100
train mean loss=0.394535630941, accuracy=0.822928607464
 test mean loss=0.460993915796, accuracy=0.772045016289
epoch 4 / 100
train mean loss=0.331565827131, accuracy=0.857217311859
 test mean loss=0.543054878712, accuracy=0.767354607582
epoch 5 / 100
train mean loss=0.267423003912, accuracy=0.887754023075
 test mean loss=0.664379537106, accuracy=0.728893041611
epoch 6 / 100
train mean loss=0.218652978539, accuracy=0.912245988846
 test mean loss=0.591459751129, accuracy=0.766416490078
epoch 7 / 100
train mean loss=0.147580236197, accuracy=0.945596635342
 test mean loss=0.729314565659, accuracy=0.778611660004
epoch 8 / 100
train mean loss=0.0960422232747, accuracy=0.96383535862
 test mean loss=0.841315805912, accuracy=0.773921191692
epoch 9 / 100
train mean loss=0.0530103258789, accuracy=0.980927586555
 test mean loss=1.00241959095, accuracy=0.781425893307
epoch 10 / 100
train mean loss=0.0407598912716, accuracy=0.986138641834
 test mean loss=1.08628761768, accuracy=0.778611660004
epoch 11 / 100
train mean loss=0.0221370495856, accuracy=0.992704510689
 test mean loss=1.19172990322, accuracy=0.766416490078
epoch 12 / 100
train mean loss=0.0268116146326, accuracy=0.990203201771
 test mean loss=1.218495965, accuracy=0.778611660004
epoch 13 / 100
train mean loss=0.0116560310125, accuracy=0.996248066425
 test mean loss=1.29303193092, accuracy=0.7767354846
epoch 14 / 100
train mean loss=0.00602246262133, accuracy=0.99812400341
 test mean loss=1.40216135979, accuracy=0.7767354846
epoch 15 / 100
train mean loss=0.00250733015127, accuracy=0.999687314034
 test mean loss=1.40355587006, accuracy=0.781425893307
epoch 16 / 100
train mean loss=0.00147528294474, accuracy=0.999791562557
 test mean loss=1.39097237587, accuracy=0.78424012661
epoch 17 / 100
train mean loss=0.00103128608316, accuracy=0.999791562557
 test mean loss=1.37656128407, accuracy=0.789868652821
epoch 18 / 100
train mean loss=0.000918393663596, accuracy=0.999791562557
 test mean loss=1.35772883892, accuracy=0.785178244114
epoch 19 / 100
train mean loss=0.000967378786299, accuracy=0.999791562557
 test mean loss=1.33092558384, accuracy=0.788930594921
epoch 20 / 100
train mean loss=0.00100611476228, accuracy=0.999791562557
 test mean loss=1.3117429018, accuracy=0.790806770325
epoch 21 / 100
train mean loss=0.000976217503194, accuracy=0.999791562557
 test mean loss=1.27994608879, accuracy=0.792682945728
epoch 22 / 100
train mean loss=0.00103678693995, accuracy=0.999791562557
 test mean loss=1.25175118446, accuracy=0.791744828224
epoch 23 / 100
train mean loss=0.00102816906292, accuracy=0.999791562557
 test mean loss=1.24861872196, accuracy=0.780487775803
epoch 24 / 100
train mean loss=0.00110856234096, accuracy=0.999791562557
 test mean loss=1.21531462669, accuracy=0.788930594921
epoch 25 / 100
train mean loss=0.001030766638, accuracy=0.999791562557
 test mean loss=1.18481302261, accuracy=0.789868652821
epoch 26 / 100
train mean loss=0.0900635942817, accuracy=0.970922350883
 test mean loss=1.68438470364, accuracy=0.735459685326
epoch 27 / 100
train mean loss=0.227114439011, accuracy=0.91141217947
 test mean loss=0.975798130035, accuracy=0.760787963867
epoch 28 / 100
train mean loss=0.0682048052549, accuracy=0.975716531277
 test mean loss=1.17615187168, accuracy=0.74953097105
epoch 29 / 100
train mean loss=0.0273132994771, accuracy=0.991141200066
 test mean loss=1.18281245232, accuracy=0.7767354846
epoch 30 / 100
train mean loss=0.015590261668, accuracy=0.995101630688
 test mean loss=1.24348449707, accuracy=0.770168840885
epoch 31 / 100
train mean loss=0.00582224968821, accuracy=0.998853564262
 test mean loss=1.33579266071, accuracy=0.7767354846
epoch 32 / 100
train mean loss=0.00172185152769, accuracy=0.999791562557
 test mean loss=1.32496368885, accuracy=0.7776735425
epoch 33 / 100
train mean loss=0.00120919861365, accuracy=0.999791562557
 test mean loss=1.34778106213, accuracy=0.779549717903
epoch 34 / 100
train mean loss=0.001092508086, accuracy=0.999791562557
 test mean loss=1.32363510132, accuracy=0.778611660004
epoch 35 / 100
train mean loss=0.000921588623896, accuracy=0.999791562557
 test mean loss=1.30646038055, accuracy=0.781425893307
epoch 36 / 100
train mean loss=0.00107986386865, accuracy=0.999791562557
 test mean loss=1.28644526005, accuracy=0.782363951206
epoch 37 / 100
train mean loss=0.000958987046033, accuracy=0.999791562557
 test mean loss=1.26777660847, accuracy=0.78424012661
epoch 38 / 100
train mean loss=0.000966057763435, accuracy=0.999791562557
 test mean loss=1.23847067356, accuracy=0.78330206871
epoch 39 / 100
train mean loss=0.00102195201907, accuracy=0.999791562557
 test mean loss=1.22824108601, accuracy=0.786116302013
epoch 40 / 100
train mean loss=0.00103160133585, accuracy=0.999791562557
 test mean loss=1.19214069843, accuracy=0.782363951206
epoch 41 / 100
train mean loss=0.0010819361778, accuracy=0.999791562557
 test mean loss=1.17715907097, accuracy=0.781425893307
epoch 42 / 100
train mean loss=0.00103948975448, accuracy=0.999791562557
 test mean loss=1.15781986713, accuracy=0.786116302013
epoch 43 / 100
train mean loss=0.00109460146632, accuracy=0.999791562557
 test mean loss=1.14762699604, accuracy=0.78330206871
epoch 44 / 100
train mean loss=0.00114916299935, accuracy=0.999791562557
 test mean loss=1.13435482979, accuracy=0.782363951206
epoch 45 / 100
train mean loss=0.00108337064739, accuracy=0.999791562557
 test mean loss=1.11648786068, accuracy=0.778611660004
epoch 46 / 100
train mean loss=0.00116188137326, accuracy=0.999791562557
 test mean loss=1.1018563509, accuracy=0.787054419518
epoch 47 / 100
train mean loss=0.00116500712465, accuracy=0.999791562557
 test mean loss=1.09078836441, accuracy=0.78330206871
epoch 48 / 100
train mean loss=0.00122122769244, accuracy=0.999791562557
 test mean loss=1.07906484604, accuracy=0.792682945728
epoch 49 / 100
train mean loss=0.00112380937207, accuracy=0.999791562557
 test mean loss=1.0729213953, accuracy=0.786116302013
epoch 50 / 100
train mean loss=0.00122998992447, accuracy=0.999791562557
 test mean loss=1.0696195364, accuracy=0.779549717903
epoch 51 / 100
train mean loss=0.00119810854085, accuracy=0.999791562557
 test mean loss=1.06848800182, accuracy=0.787992477417
epoch 52 / 100
train mean loss=0.00128464517184, accuracy=0.999791562557
 test mean loss=1.04592299461, accuracy=0.787992477417
epoch 53 / 100
train mean loss=0.196264132857, accuracy=0.937050521374
 test mean loss=0.939228415489, accuracy=0.740150094032
epoch 54 / 100
train mean loss=0.236825242639, accuracy=0.902866065502
 test mean loss=0.733199119568, accuracy=0.772983133793
epoch 55 / 100
train mean loss=0.075123116374, accuracy=0.974153220654
 test mean loss=0.944534361362, accuracy=0.769230782986
epoch 56 / 100
train mean loss=0.0228851232678, accuracy=0.993329882622
 test mean loss=1.12251400948, accuracy=0.775797367096
epoch 57 / 100
train mean loss=0.0144905000925, accuracy=0.995518505573
 test mean loss=1.20550632477, accuracy=0.780487775803
epoch 58 / 100
train mean loss=0.00277455500327, accuracy=0.999791562557
 test mean loss=1.25862193108, accuracy=0.789868652821
epoch 59 / 100
train mean loss=0.00143908860628, accuracy=0.999791562557
 test mean loss=1.25858592987, accuracy=0.78424012661
epoch 60 / 100
train mean loss=0.00119873974472, accuracy=0.999791562557
 test mean loss=1.25255036354, accuracy=0.787992477417
epoch 61 / 100
train mean loss=0.00107251817826, accuracy=0.999791562557
 test mean loss=1.23968935013, accuracy=0.787992477417
epoch 62 / 100
train mean loss=0.00112441065721, accuracy=0.999791562557
 test mean loss=1.21738255024, accuracy=0.787054419518
epoch 63 / 100
train mean loss=0.000972218462266, accuracy=0.999791562557
 test mean loss=1.20227468014, accuracy=0.780487775803
epoch 64 / 100
train mean loss=0.00105386588257, accuracy=0.999791562557
 test mean loss=1.17993783951, accuracy=0.785178244114
epoch 65 / 100
train mean loss=0.00100290577393, accuracy=0.999791562557
 test mean loss=1.15672242641, accuracy=0.787992477417
epoch 66 / 100
train mean loss=0.00112801697105, accuracy=0.999791562557
 test mean loss=1.14375662804, accuracy=0.787054419518
epoch 67 / 100
train mean loss=0.00108172604814, accuracy=0.999791562557
 test mean loss=1.13622629642, accuracy=0.781425893307
epoch 68 / 100
train mean loss=0.00114607461728, accuracy=0.999791562557
 test mean loss=1.14266753197, accuracy=0.782363951206
epoch 69 / 100
train mean loss=0.0011305421358, accuracy=0.999791562557
 test mean loss=1.10037744045, accuracy=0.788930594921
epoch 70 / 100
train mean loss=0.00123425771017, accuracy=0.999791562557
 test mean loss=1.08509397507, accuracy=0.786116302013
epoch 71 / 100
train mean loss=0.00122046947945, accuracy=0.999791562557
 test mean loss=1.07537102699, accuracy=0.785178244114
epoch 72 / 100
train mean loss=0.00123129796702, accuracy=0.999791562557
 test mean loss=1.06082367897, accuracy=0.787992477417
epoch 73 / 100
train mean loss=0.00122719770297, accuracy=0.999791562557
 test mean loss=1.06017553806, accuracy=0.787054419518
epoch 74 / 100
train mean loss=0.00127095729113, accuracy=0.999791562557
 test mean loss=1.04801905155, accuracy=0.788930594921
epoch 75 / 100
train mean loss=0.00120891118422, accuracy=0.999791562557
 test mean loss=1.03335928917, accuracy=0.788930594921
epoch 76 / 100
train mean loss=0.00126169528812, accuracy=0.999791562557
 test mean loss=1.03303599358, accuracy=0.782363951206
epoch 77 / 100
train mean loss=0.285538256168, accuracy=0.897655010223
 test mean loss=1.09140610695, accuracy=0.7223264575
epoch 78 / 100
train mean loss=0.117091089487, accuracy=0.954455435276
 test mean loss=1.30652725697, accuracy=0.732645392418
epoch 79 / 100
train mean loss=0.0557326860726, accuracy=0.979260027409
 test mean loss=1.03272402287, accuracy=0.767354607582
epoch 80 / 100
train mean loss=0.0262638814747, accuracy=0.991453886032
 test mean loss=1.43582546711, accuracy=0.742964327335
epoch 81 / 100
train mean loss=0.00619172723964, accuracy=0.999270439148
 test mean loss=1.23738431931, accuracy=0.775797367096
epoch 82 / 100
train mean loss=0.00166788627394, accuracy=0.999791562557
 test mean loss=1.27444577217, accuracy=0.775797367096
epoch 83 / 100
train mean loss=0.00115837657358, accuracy=0.999791562557
 test mean loss=1.29059565067, accuracy=0.774859309196
epoch 84 / 100
train mean loss=0.00107101828326, accuracy=0.999791562557
 test mean loss=1.25981807709, accuracy=0.772983133793
epoch 85 / 100
train mean loss=0.000975304457825, accuracy=0.999791562557
 test mean loss=1.24509072304, accuracy=0.775797367096
epoch 86 / 100
train mean loss=0.000996452989057, accuracy=0.999791562557
 test mean loss=1.21915888786, accuracy=0.7767354846
epoch 87 / 100
train mean loss=0.000963021593634, accuracy=0.999791562557
 test mean loss=1.20954120159, accuracy=0.7776735425
epoch 88 / 100
train mean loss=0.000998068484478, accuracy=0.999791562557
 test mean loss=1.18284094334, accuracy=0.774859309196
epoch 89 / 100
train mean loss=0.00100725213997, accuracy=0.999791562557
 test mean loss=1.16752767563, accuracy=0.7776735425
epoch 90 / 100
train mean loss=0.000976025185082, accuracy=0.999791562557
 test mean loss=1.17246413231, accuracy=0.772045016289
epoch 91 / 100
train mean loss=0.00107799214311, accuracy=0.999791562557
 test mean loss=1.13917267323, accuracy=0.7767354846
epoch 92 / 100
train mean loss=0.00114688638132, accuracy=0.999791562557
 test mean loss=1.10912251472, accuracy=0.781425893307
epoch 93 / 100
train mean loss=0.0010998606449, accuracy=0.999791562557
 test mean loss=1.10223853588, accuracy=0.781425893307
epoch 94 / 100
train mean loss=0.00110616895836, accuracy=0.999791562557
 test mean loss=1.09762978554, accuracy=0.775797367096
epoch 95 / 100
train mean loss=0.00121606630273, accuracy=0.999791562557
 test mean loss=1.07050442696, accuracy=0.781425893307
epoch 96 / 100
train mean loss=0.00128415715881, accuracy=0.999791562557
 test mean loss=1.06956446171, accuracy=0.781425893307
epoch 97 / 100
train mean loss=0.00123376655392, accuracy=0.999791562557
 test mean loss=1.05569911003, accuracy=0.786116302013
epoch 98 / 100
train mean loss=0.00123041379265, accuracy=0.999791562557
 test mean loss=1.0549582243, accuracy=0.7776735425
epoch 99 / 100
train mean loss=0.00122762983665, accuracy=0.999791562557
 test mean loss=1.0387159586, accuracy=0.779549717903
epoch 100 / 100
train mean loss=0.00125852355268, accuracy=0.999791562557
 test mean loss=1.04604947567, accuracy=0.7776735425
===============  6 / 10 ===============
epoch 1 / 100
train mean loss=0.585999548435, accuracy=0.678791046143
 test mean loss=0.464324355125, accuracy=0.770168840885
epoch 2 / 100
train mean loss=0.460505098104, accuracy=0.782073974609
 test mean loss=0.453097820282, accuracy=0.788930594921
epoch 3 / 100
train mean loss=0.398439764977, accuracy=0.82282435894
 test mean loss=0.492700219154, accuracy=0.759849905968
epoch 4 / 100
train mean loss=0.343672186136, accuracy=0.850130259991
 test mean loss=0.466438770294, accuracy=0.795497179031
epoch 5 / 100
train mean loss=0.285810440779, accuracy=0.880145907402
 test mean loss=0.656991839409, accuracy=0.732645392418
epoch 6 / 100
train mean loss=0.219049274921, accuracy=0.909953117371
 test mean loss=0.580355465412, accuracy=0.774859309196
epoch 7 / 100
train mean loss=0.167259171605, accuracy=0.934340775013
 test mean loss=0.816433310509, accuracy=0.746716678143
epoch 8 / 100
train mean loss=0.101996555924, accuracy=0.962584674358
 test mean loss=1.02777862549, accuracy=0.746716678143
epoch 9 / 100
train mean loss=0.0607113540173, accuracy=0.978426277637
 test mean loss=0.959207653999, accuracy=0.775797367096
epoch 10 / 100
train mean loss=0.0379238277674, accuracy=0.987285017967
 test mean loss=1.03635311127, accuracy=0.7776735425
epoch 11 / 100
train mean loss=0.0220634099096, accuracy=0.992808759212
 test mean loss=1.16755819321, accuracy=0.795497179031
epoch 12 / 100
train mean loss=0.0229124389589, accuracy=0.991141200066
 test mean loss=1.22567903996, accuracy=0.779549717903
epoch 13 / 100
train mean loss=0.0203941706568, accuracy=0.993329882622
 test mean loss=1.27277517319, accuracy=0.778611660004
epoch 14 / 100
train mean loss=0.0205814745277, accuracy=0.993225634098
 test mean loss=1.37516367435, accuracy=0.772045016289
epoch 15 / 100
train mean loss=0.00977979879826, accuracy=0.997498691082
 test mean loss=1.46742224693, accuracy=0.768292665482
epoch 16 / 100
train mean loss=0.00403240555897, accuracy=0.998957812786
 test mean loss=1.41053652763, accuracy=0.779549717903
epoch 17 / 100
train mean loss=0.00156116252765, accuracy=0.999687314034
 test mean loss=1.42376244068, accuracy=0.778611660004
epoch 18 / 100
train mean loss=0.00118722184561, accuracy=0.999687314034
 test mean loss=1.38926112652, accuracy=0.786116302013
epoch 19 / 100
train mean loss=0.00112754001748, accuracy=0.999687314034
 test mean loss=1.35861909389, accuracy=0.791744828224
epoch 20 / 100
train mean loss=0.00104885362089, accuracy=0.999687314034
 test mean loss=1.3337430954, accuracy=0.787054419518
epoch 21 / 100
train mean loss=0.00100682477932, accuracy=0.999687314034
 test mean loss=1.32263612747, accuracy=0.781425893307
epoch 22 / 100
train mean loss=0.0010788065847, accuracy=0.999687314034
 test mean loss=1.28611171246, accuracy=0.78424012661
epoch 23 / 100
train mean loss=0.00105005560908, accuracy=0.999687314034
 test mean loss=1.25528156757, accuracy=0.787054419518
epoch 24 / 100
train mean loss=0.00111834832933, accuracy=0.999687314034
 test mean loss=1.23405265808, accuracy=0.786116302013
epoch 25 / 100
train mean loss=0.00113518675789, accuracy=0.999687314034
 test mean loss=1.21546339989, accuracy=0.78424012661
epoch 26 / 100
train mean loss=0.00112991791684, accuracy=0.999687314034
 test mean loss=1.20230138302, accuracy=0.779549717903
epoch 27 / 100
train mean loss=0.00116127287038, accuracy=0.999687314034
 test mean loss=1.17521190643, accuracy=0.779549717903
epoch 28 / 100
train mean loss=0.00122214050498, accuracy=0.999687314034
 test mean loss=1.17368018627, accuracy=0.7776735425
epoch 29 / 100
train mean loss=0.00121973338537, accuracy=0.999687314034
 test mean loss=1.14716851711, accuracy=0.78424012661
epoch 30 / 100
train mean loss=0.00125955359545, accuracy=0.999687314034
 test mean loss=1.15006220341, accuracy=0.778611660004
epoch 31 / 100
train mean loss=0.00125924509484, accuracy=0.999687314034
 test mean loss=1.12342298031, accuracy=0.779549717903
epoch 32 / 100
train mean loss=0.00131705054082, accuracy=0.999687314034
 test mean loss=1.10956299305, accuracy=0.778611660004
epoch 33 / 100
train mean loss=0.00128495017998, accuracy=0.999583125114
 test mean loss=1.09456980228, accuracy=0.782363951206
epoch 34 / 100
train mean loss=0.00132871500682, accuracy=0.999687314034
 test mean loss=1.13856780529, accuracy=0.775797367096
epoch 35 / 100
train mean loss=0.00131951645017, accuracy=0.999687314034
 test mean loss=1.09564876556, accuracy=0.782363951206
epoch 36 / 100
train mean loss=0.0012141893385, accuracy=0.999687314034
 test mean loss=1.07531321049, accuracy=0.780487775803
epoch 37 / 100
train mean loss=0.00135691009928, accuracy=0.999687314034
 test mean loss=1.0730919838, accuracy=0.780487775803
epoch 38 / 100
train mean loss=0.176854088902, accuracy=0.946430444717
 test mean loss=1.15006995201, accuracy=0.7223264575
epoch 39 / 100
train mean loss=0.274486541748, accuracy=0.889317333698
 test mean loss=0.712537109852, accuracy=0.767354607582
epoch 40 / 100
train mean loss=0.099758118391, accuracy=0.962271988392
 test mean loss=1.03162527084, accuracy=0.744840502739
epoch 41 / 100
train mean loss=0.0309724565595, accuracy=0.991141200066
 test mean loss=1.00147593021, accuracy=0.779549717903
epoch 42 / 100
train mean loss=0.0174308493733, accuracy=0.994163632393
 test mean loss=1.16721498966, accuracy=0.767354607582
epoch 43 / 100
train mean loss=0.00727741513401, accuracy=0.998749375343
 test mean loss=1.16276025772, accuracy=0.782363951206
epoch 44 / 100
train mean loss=0.00215328182094, accuracy=0.999687314034
 test mean loss=1.20782196522, accuracy=0.78424012661
epoch 45 / 100
train mean loss=0.00126352312509, accuracy=0.999687314034
 test mean loss=1.21172976494, accuracy=0.787992477417
epoch 46 / 100
train mean loss=0.0011949383188, accuracy=0.999687314034
 test mean loss=1.2206183672, accuracy=0.78330206871
epoch 47 / 100
train mean loss=0.00112752406858, accuracy=0.999687314034
 test mean loss=1.18531668186, accuracy=0.78424012661
epoch 48 / 100
train mean loss=0.00101686455309, accuracy=0.999687314034
 test mean loss=1.18445777893, accuracy=0.78424012661
epoch 49 / 100
train mean loss=0.00109790789429, accuracy=0.999687314034
 test mean loss=1.15333557129, accuracy=0.78424012661
epoch 50 / 100
train mean loss=0.00116629444528, accuracy=0.999687314034
 test mean loss=1.14626836777, accuracy=0.78424012661
epoch 51 / 100
train mean loss=0.00118326302618, accuracy=0.999687314034
 test mean loss=1.12886893749, accuracy=0.780487775803
epoch 52 / 100
train mean loss=0.00111398752779, accuracy=0.999687314034
 test mean loss=1.10571455956, accuracy=0.785178244114
epoch 53 / 100
train mean loss=0.00113260222133, accuracy=0.999583125114
 test mean loss=1.08778369427, accuracy=0.786116302013
epoch 54 / 100
train mean loss=0.00122237647884, accuracy=0.999687314034
 test mean loss=1.0862082243, accuracy=0.78424012661
epoch 55 / 100
train mean loss=0.00122731539886, accuracy=0.999687314034
 test mean loss=1.05893301964, accuracy=0.781425893307
epoch 56 / 100
train mean loss=0.00122924731113, accuracy=0.999687314034
 test mean loss=1.07831537724, accuracy=0.78330206871
epoch 57 / 100
train mean loss=0.00123822700698, accuracy=0.999687314034
 test mean loss=1.03927612305, accuracy=0.78330206871
epoch 58 / 100
train mean loss=0.00130256207194, accuracy=0.999687314034
 test mean loss=1.02732932568, accuracy=0.78424012661
epoch 59 / 100
train mean loss=0.00127896619961, accuracy=0.999687314034
 test mean loss=1.02139759064, accuracy=0.785178244114
epoch 60 / 100
train mean loss=0.00125411560293, accuracy=0.999687314034
 test mean loss=1.01496577263, accuracy=0.78330206871
epoch 61 / 100
train mean loss=0.00125024013687, accuracy=0.999687314034
 test mean loss=1.0044605732, accuracy=0.786116302013
epoch 62 / 100
train mean loss=0.00136731262319, accuracy=0.999687314034
 test mean loss=0.998708426952, accuracy=0.786116302013
epoch 63 / 100
train mean loss=0.0890634059906, accuracy=0.970818161964
 test mean loss=1.62753808498, accuracy=0.669793605804
epoch 64 / 100
train mean loss=0.272759377956, accuracy=0.88587808609
 test mean loss=0.844246268272, accuracy=0.744840502739
epoch 65 / 100
train mean loss=0.0870769619942, accuracy=0.969150602818
 test mean loss=0.832678496838, accuracy=0.782363951206
epoch 66 / 100
train mean loss=0.035353526473, accuracy=0.988431453705
 test mean loss=1.03392910957, accuracy=0.773921191692
epoch 67 / 100
train mean loss=0.0203623138368, accuracy=0.993642508984
 test mean loss=1.08013665676, accuracy=0.779549717903
epoch 68 / 100
train mean loss=0.0091339815408, accuracy=0.997707128525
 test mean loss=1.17149722576, accuracy=0.785178244114
epoch 69 / 100
train mean loss=0.0064392616041, accuracy=0.997915565968
 test mean loss=1.71569979191, accuracy=0.740150094032
epoch 70 / 100
train mean loss=0.00276582501829, accuracy=0.999478876591
 test mean loss=1.26216435432, accuracy=0.782363951206
epoch 71 / 100
train mean loss=0.0011561504798, accuracy=0.999687314034
 test mean loss=1.25319457054, accuracy=0.78330206871
epoch 72 / 100
train mean loss=0.00108631420881, accuracy=0.999687314034
 test mean loss=1.24072182178, accuracy=0.792682945728
epoch 73 / 100
train mean loss=0.00105759967119, accuracy=0.999687314034
 test mean loss=1.22537863255, accuracy=0.78424012661
epoch 74 / 100
train mean loss=0.000984032521956, accuracy=0.999687314034
 test mean loss=1.19784402847, accuracy=0.785178244114
epoch 75 / 100
train mean loss=0.00106584629975, accuracy=0.999687314034
 test mean loss=1.18117904663, accuracy=0.779549717903
